,acdnt_dd_dc,occrrnc_time_dc,x_crdnt_crdnt,y_crdnt_crdnt,datetime,unixtime,geometry
711,2023-12-14, 13,945464.4725,1898607.367,2023-12-14 13:00:00,1702526400,POINT (945464.4725 1898607.367)
